Dataset,rank,source,target,source_index,target_index,hedges_g,absolute_hedges_g
ABIDE-II,1337,ROI_090,ROI_076,89,75,0.17525626730960792,0.17525626730960792
ABIDE-II,1338,ROI_003,ROI_056,2,55,0.17525446620567267,0.17525446620567267
ABIDE-II,1339,ROI_072,ROI_002,71,1,0.17522643427714116,0.17522643427714116
ABIDE-II,1340,ROI_018,ROI_003,17,2,0.17521446409181496,0.17521446409181496
ABIDE-II,1341,ROI_042,ROI_085,41,84,0.17517767387922634,0.17517767387922634
ABIDE-II,1342,ROI_003,ROI_088,2,87,-0.17507044833445995,0.17507044833445995
ABIDE-II,1343,ROI_081,ROI_062,80,61,0.1750468625262206,0.1750468625262206
ABIDE-II,1344,ROI_086,ROI_030,85,29,0.17503207086905506,0.17503207086905506
ABIDE-II,1345,ROI_059,ROI_079,58,78,0.17500495684084466,0.17500495684084466
ABIDE-II,1346,ROI_048,ROI_033,47,32,0.17495726713983947,0.17495726713983947
ABIDE-II,1347,ROI_056,ROI_018,55,17,0.17495083130690794,0.17495083130690794
ABIDE-II,1348,ROI_027,ROI_050,26,49,0.17494631570782104,0.17494631570782104
ABIDE-II,1349,ROI_002,ROI_066,1,65,0.17492926331522926,0.17492926331522926
ABIDE-II,1350,ROI_037,ROI_082,36,81,0.17491805060222285,0.17491805060222285
ABIDE-II,1351,ROI_045,ROI_004,44,3,0.1748333496924311,0.1748333496924311
ABIDE-II,1352,ROI_090,ROI_070,89,69,-0.17478994026263142,0.17478994026263142
ABIDE-II,1353,ROI_028,ROI_012,27,11,0.17475118575128698,0.17475118575128698
ABIDE-II,1354,ROI_072,ROI_064,71,63,0.17471302421301826,0.17471302421301826
ABIDE-II,1355,ROI_053,ROI_025,52,24,0.17468441574028537,0.17468441574028537
ABIDE-II,1356,ROI_005,ROI_072,4,71,-0.17463048490951766,0.17463048490951766
ABIDE-II,1357,ROI_048,ROI_018,47,17,0.17462649888884477,0.17462649888884477
ABIDE-II,1358,ROI_035,ROI_043,34,42,0.17460736008655128,0.17460736008655128
ABIDE-II,1359,ROI_009,ROI_045,8,44,0.17451854731793842,0.17451854731793842
ABIDE-II,1360,ROI_059,ROI_063,58,62,0.17448508364250423,0.17448508364250423
ABIDE-II,1361,ROI_017,ROI_023,16,22,0.17444656663314015,0.17444656663314015
ABIDE-II,1362,ROI_007,ROI_042,6,41,0.17441594600462998,0.17441594600462998
ABIDE-II,1363,ROI_039,ROI_063,38,62,0.1744100448273267,0.1744100448273267
ABIDE-II,1364,ROI_037,ROI_019,36,18,0.1744047198311239,0.1744047198311239
ABIDE-II,1365,ROI_043,ROI_023,42,22,0.17439420754300294,0.17439420754300294
ABIDE-II,1366,ROI_063,ROI_048,62,47,0.17436518145203483,0.17436518145203483
ABIDE-II,1367,ROI_020,ROI_067,19,66,0.1743467517326065,0.1743467517326065
ABIDE-II,1368,ROI_036,ROI_005,35,4,0.17422549619711988,0.17422549619711988
ABIDE-II,1369,ROI_025,ROI_051,24,50,0.1742211540783673,0.1742211540783673
ABIDE-II,1370,ROI_072,ROI_069,71,68,0.1741091853857889,0.1741091853857889
ABIDE-II,1371,ROI_013,ROI_055,12,54,0.17408802794605766,0.17408802794605766
ABIDE-II,1372,ROI_087,ROI_023,86,22,-0.17408372583070342,0.17408372583070342
ABIDE-II,1373,ROI_008,ROI_026,7,25,0.1740394073817388,0.1740394073817388
ABIDE-II,1374,ROI_073,ROI_077,72,76,-0.17399630850129325,0.17399630850129325
ABIDE-II,1375,ROI_008,ROI_017,7,16,0.17381239877749155,0.17381239877749155
ABIDE-II,1376,ROI_064,ROI_066,63,65,0.17376699396107487,0.17376699396107487
ABIDE-II,1377,ROI_029,ROI_069,28,68,0.17368251921324993,0.17368251921324993
ABIDE-II,1378,ROI_026,ROI_008,25,7,0.17360637084327896,0.17360637084327896
ABIDE-II,1379,ROI_051,ROI_055,50,54,-0.17353957817633933,0.17353957817633933
ABIDE-II,1380,ROI_063,ROI_026,62,25,0.17352697303840411,0.17352697303840411
ABIDE-II,1381,ROI_038,ROI_060,37,59,0.17350411667721563,0.17350411667721563
ABIDE-II,1382,ROI_039,ROI_070,38,69,0.1735016911862815,0.1735016911862815
ABIDE-II,1383,ROI_004,ROI_011,3,10,0.1732652370639284,0.1732652370639284
ABIDE-II,1384,ROI_064,ROI_036,63,35,0.17324879739071292,0.17324879739071292
ABIDE-II,1385,ROI_081,ROI_022,80,21,0.17323976824313334,0.17323976824313334
ABIDE-II,1386,ROI_086,ROI_072,85,71,0.17323637823665233,0.17323637823665233
ABIDE-II,1387,ROI_067,ROI_010,66,9,0.17315946627258003,0.17315946627258003
ABIDE-II,1388,ROI_021,ROI_034,20,33,0.17310406367117445,0.17310406367117445
ABIDE-II,1389,ROI_025,ROI_089,24,88,0.17304317791550725,0.17304317791550725
ABIDE-II,1390,ROI_067,ROI_024,66,23,-0.17301457239958246,0.17301457239958246
ABIDE-II,1391,ROI_012,ROI_017,11,16,-0.17300947671796588,0.17300947671796588
ABIDE-II,1392,ROI_034,ROI_064,33,63,-0.17299145484205003,0.17299145484205003
ABIDE-II,1393,ROI_028,ROI_014,27,13,0.1729592052560016,0.1729592052560016
ABIDE-II,1394,ROI_070,ROI_086,69,85,-0.17290745748881334,0.17290745748881334
ABIDE-II,1395,ROI_071,ROI_058,70,57,0.17285554370204664,0.17285554370204664
ABIDE-II,1396,ROI_007,ROI_054,6,53,0.17274227940564818,0.17274227940564818
ABIDE-II,1397,ROI_054,ROI_003,53,2,0.17269785224051443,0.17269785224051443
ABIDE-II,1398,ROI_004,ROI_045,3,44,0.1726322374084034,0.1726322374084034
ABIDE-II,1399,ROI_081,ROI_065,80,64,0.17252261313610398,0.17252261313610398
ABIDE-II,1400,ROI_041,ROI_069,40,68,0.17248487067156865,0.17248487067156865
ABIDE-II,1401,ROI_068,ROI_012,67,11,0.17246817548620064,0.17246817548620064
ABIDE-II,1402,ROI_007,ROI_053,6,52,0.1723993457124192,0.1723993457124192
ABIDE-II,1403,ROI_025,ROI_033,24,32,-0.17237661458135284,0.17237661458135284
ABIDE-II,1404,ROI_049,ROI_017,48,16,0.17234298345747612,0.17234298345747612
ABIDE-II,1405,ROI_016,ROI_036,15,35,0.17226848878500586,0.17226848878500586
ABIDE-II,1406,ROI_050,ROI_035,49,34,0.17226349531936214,0.17226349531936214
ABIDE-II,1407,ROI_035,ROI_053,34,52,0.17218209914270619,0.17218209914270619
ABIDE-II,1408,ROI_009,ROI_070,8,69,-0.17215234863927373,0.17215234863927373
ABIDE-II,1409,ROI_034,ROI_060,33,59,0.17211396566181103,0.17211396566181103
ABIDE-II,1410,ROI_043,ROI_046,42,45,-0.1720712604347102,0.1720712604347102
ABIDE-II,1411,ROI_035,ROI_063,34,62,0.17206126628931737,0.17206126628931737
ABIDE-II,1412,ROI_029,ROI_040,28,39,0.17198332914529774,0.17198332914529774
ABIDE-II,1413,ROI_051,ROI_047,50,46,-0.1718699064479105,0.1718699064479105
ABIDE-II,1414,ROI_033,ROI_009,32,8,0.1718399352736749,0.1718399352736749
ABIDE-II,1415,ROI_003,ROI_079,2,78,0.17181211726543877,0.17181211726543877
ABIDE-II,1416,ROI_001,ROI_048,0,47,0.17172807879047491,0.17172807879047491
ABIDE-II,1417,ROI_090,ROI_069,89,68,-0.17171201936999292,0.17171201936999292
ABIDE-II,1418,ROI_009,ROI_031,8,30,0.1716440380836647,0.1716440380836647
ABIDE-II,1419,ROI_039,ROI_017,38,16,0.1715897873605899,0.1715897873605899
ABIDE-II,1420,ROI_085,ROI_043,84,42,0.17158444540458342,0.17158444540458342
ABIDE-II,1421,ROI_029,ROI_089,28,88,0.17153662431812128,0.17153662431812128
ABIDE-II,1422,ROI_040,ROI_059,39,58,-0.17152318661782456,0.17152318661782456
ABIDE-II,1423,ROI_055,ROI_017,54,16,0.17146205470711537,0.17146205470711537
ABIDE-II,1424,ROI_048,ROI_034,47,33,0.17135428717141044,0.17135428717141044
ABIDE-II,1425,ROI_026,ROI_066,25,65,-0.17134984279646875,0.17134984279646875
ABIDE-II,1426,ROI_067,ROI_057,66,56,0.17130577640143893,0.17130577640143893
ABIDE-II,1427,ROI_008,ROI_021,7,20,0.17130055561202903,0.17130055561202903
ABIDE-II,1428,ROI_079,ROI_080,78,79,-0.17125125179547587,0.17125125179547587
ABIDE-II,1429,ROI_004,ROI_007,3,6,-0.17123724979784563,0.17123724979784563
ABIDE-II,1430,ROI_066,ROI_051,65,50,0.17123424114358224,0.17123424114358224
ABIDE-II,1431,ROI_026,ROI_088,25,87,-0.17122320695025037,0.17122320695025037
ABIDE-II,1432,ROI_085,ROI_071,84,70,0.17120690963060872,0.17120690963060872
ABIDE-II,1433,ROI_045,ROI_062,44,61,0.17120000478248265,0.17120000478248265
ABIDE-II,1434,ROI_001,ROI_011,0,10,-0.17114950958139752,0.17114950958139752
ABIDE-II,1435,ROI_070,ROI_042,69,41,0.1711419882111806,0.1711419882111806
ABIDE-II,1436,ROI_038,ROI_058,37,57,0.1711315594126467,0.1711315594126467
ABIDE-II,1437,ROI_011,ROI_056,10,55,0.17102341898289566,0.17102341898289566
ABIDE-II,1438,ROI_055,ROI_085,54,84,0.170940033224655,0.170940033224655
ABIDE-II,1439,ROI_081,ROI_069,80,68,-0.1709361966911075,0.1709361966911075
ABIDE-II,1440,ROI_044,ROI_045,43,44,-0.17093282238779126,0.17093282238779126
ABIDE-II,1441,ROI_044,ROI_026,43,25,0.17078912462858006,0.17078912462858006
ABIDE-II,1442,ROI_087,ROI_030,86,29,0.17075330536802039,0.17075330536802039
ABIDE-II,1443,ROI_013,ROI_036,12,35,0.170735585389992,0.170735585389992
ABIDE-II,1444,ROI_076,ROI_008,75,7,-0.1706391535545816,0.1706391535545816
ABIDE-II,1445,ROI_014,ROI_032,13,31,0.17063081147297393,0.17063081147297393
ABIDE-II,1446,ROI_069,ROI_004,68,3,-0.17052539409510253,0.17052539409510253
ABIDE-II,1447,ROI_007,ROI_045,6,44,0.17043413100533525,0.17043413100533525
ABIDE-II,1448,ROI_047,ROI_001,46,0,0.170424437566823,0.170424437566823
ABIDE-II,1449,ROI_008,ROI_025,7,24,0.1704110222419742,0.1704110222419742
ABIDE-II,1450,ROI_052,ROI_033,51,32,0.1703942554280162,0.1703942554280162
ABIDE-II,1451,ROI_045,ROI_003,44,2,0.17039165505385995,0.17039165505385995
ABIDE-II,1452,ROI_085,ROI_021,84,20,0.17032284115537938,0.17032284115537938
ABIDE-II,1453,ROI_070,ROI_002,69,1,-0.17029766421751935,0.17029766421751935
ABIDE-II,1454,ROI_027,ROI_052,26,51,0.17017005557103476,0.17017005557103476
ABIDE-II,1455,ROI_050,ROI_079,49,78,0.17007694854941355,0.17007694854941355
ABIDE-II,1456,ROI_017,ROI_055,16,54,0.17005790997867767,0.17005790997867767
ABIDE-II,1457,ROI_078,ROI_032,77,31,-0.17003783469208392,0.17003783469208392
ABIDE-II,1458,ROI_086,ROI_010,85,9,-0.16997891386695954,0.16997891386695954
ABIDE-II,1459,ROI_019,ROI_011,18,10,-0.1698563562021123,0.1698563562021123
ABIDE-II,1460,ROI_048,ROI_049,47,48,-0.16982009894883898,0.16982009894883898
ABIDE-II,1461,ROI_085,ROI_030,84,29,0.16972787255539545,0.16972787255539545
ABIDE-II,1462,ROI_077,ROI_075,76,74,-0.16972011872770876,0.16972011872770876
ABIDE-II,1463,ROI_060,ROI_081,59,80,0.1696996405760712,0.1696996405760712
ABIDE-II,1464,ROI_040,ROI_082,39,81,0.16959875269315866,0.16959875269315866
ABIDE-II,1465,ROI_049,ROI_003,48,2,0.16953984963472607,0.16953984963472607
ABIDE-II,1466,ROI_080,ROI_048,79,47,0.16948416011270312,0.16948416011270312
ABIDE-II,1467,ROI_024,ROI_036,23,35,-0.16943024063969211,0.16943024063969211
ABIDE-II,1468,ROI_059,ROI_081,58,80,0.16942463314675776,0.16942463314675776
ABIDE-II,1469,ROI_003,ROI_037,2,36,0.16942288240958767,0.16942288240958767
ABIDE-II,1470,ROI_034,ROI_052,33,51,0.16923329049760066,0.16923329049760066
ABIDE-II,1471,ROI_079,ROI_046,78,45,0.16921147892136662,0.16921147892136662
ABIDE-II,1472,ROI_055,ROI_070,54,69,-0.16918217839669192,0.16918217839669192
ABIDE-II,1473,ROI_035,ROI_020,34,19,0.16917878390734403,0.16917878390734403
ABIDE-II,1474,ROI_027,ROI_090,26,89,-0.1691702021052556,0.1691702021052556
ABIDE-II,1475,ROI_073,ROI_022,72,21,0.16914251652736856,0.16914251652736856
ABIDE-II,1476,ROI_048,ROI_051,47,50,-0.1691307481723942,0.1691307481723942
ABIDE-II,1477,ROI_058,ROI_035,57,34,0.16911357560428697,0.16911357560428697
ABIDE-II,1478,ROI_013,ROI_039,12,38,0.16908103065273516,0.16908103065273516
ABIDE-II,1479,ROI_033,ROI_070,32,69,0.16906859079415337,0.16906859079415337
ABIDE-II,1480,ROI_078,ROI_031,77,30,-0.16899232510810538,0.16899232510810538
ABIDE-II,1481,ROI_047,ROI_066,46,65,0.16898585911225664,0.16898585911225664
ABIDE-II,1482,ROI_024,ROI_089,23,88,0.1689769430127519,0.1689769430127519
ABIDE-II,1483,ROI_037,ROI_039,36,38,-0.1689716478829829,0.1689716478829829
ABIDE-II,1484,ROI_043,ROI_024,42,23,0.16893814578386884,0.16893814578386884
ABIDE-II,1485,ROI_017,ROI_088,16,87,0.16893634029026633,0.16893634029026633
ABIDE-II,1486,ROI_066,ROI_002,65,1,0.16891060108087902,0.16891060108087902
ABIDE-II,1487,ROI_061,ROI_045,60,44,0.16882310641782622,0.16882310641782622
ABIDE-II,1488,ROI_068,ROI_015,67,14,0.16882135816177465,0.16882135816177465
ABIDE-II,1489,ROI_017,ROI_028,16,27,0.16879043044791145,0.16879043044791145
ABIDE-II,1490,ROI_021,ROI_028,20,27,-0.16874606708100712,0.16874606708100712
ABIDE-II,1491,ROI_073,ROI_085,72,84,0.16872242509994567,0.16872242509994567
ABIDE-II,1492,ROI_067,ROI_043,66,42,0.16867547471978242,0.16867547471978242
ABIDE-II,1493,ROI_031,ROI_001,30,0,0.1686408414238321,0.1686408414238321
ABIDE-II,1494,ROI_017,ROI_052,16,51,0.16858327099143458,0.16858327099143458
ABIDE-II,1495,ROI_055,ROI_076,54,75,0.16856210921877973,0.16856210921877973
ABIDE-II,1496,ROI_078,ROI_058,77,57,0.16855097953322132,0.16855097953322132
ABIDE-II,1497,ROI_039,ROI_027,38,26,-0.1684970375517381,0.1684970375517381
ABIDE-II,1498,ROI_016,ROI_009,15,8,-0.16844853666278434,0.16844853666278434
ABIDE-II,1499,ROI_027,ROI_044,26,43,0.16844793179088954,0.16844793179088954
ABIDE-II,1500,ROI_067,ROI_020,66,19,0.16844275845117485,0.16844275845117485
ABIDE-II,1501,ROI_040,ROI_018,39,17,0.16841972479593087,0.16841972479593087
ABIDE-II,1502,ROI_081,ROI_001,80,0,-0.16838029812872982,0.16838029812872982
ABIDE-II,1503,ROI_084,ROI_042,83,41,0.1683243831541306,0.1683243831541306
ABIDE-II,1504,ROI_085,ROI_056,84,55,0.16831005302001462,0.16831005302001462
ABIDE-II,1505,ROI_082,ROI_001,81,0,-0.16822642940514212,0.16822642940514212
ABIDE-II,1506,ROI_065,ROI_087,64,86,-0.16822564754288227,0.16822564754288227
ABIDE-II,1507,ROI_077,ROI_042,76,41,-0.16815697658545742,0.16815697658545742
ABIDE-II,1508,ROI_075,ROI_011,74,10,-0.16811597787986,0.16811597787986
ABIDE-II,1509,ROI_053,ROI_007,52,6,0.1680859687215265,0.1680859687215265
ABIDE-II,1510,ROI_003,ROI_069,2,68,-0.16806244687598632,0.16806244687598632
ABIDE-II,1511,ROI_022,ROI_027,21,26,-0.16799175423834417,0.16799175423834417
ABIDE-II,1512,ROI_075,ROI_060,74,59,0.16797824520614008,0.16797824520614008
ABIDE-II,1513,ROI_019,ROI_037,18,36,0.16792985056236423,0.16792985056236423
ABIDE-II,1514,ROI_090,ROI_034,89,33,0.16791586039857032,0.16791586039857032
ABIDE-II,1515,ROI_088,ROI_018,87,17,0.16789686248381988,0.16789686248381988
ABIDE-II,1516,ROI_023,ROI_046,22,45,0.16787561865711548,0.16787561865711548
ABIDE-II,1517,ROI_079,ROI_003,78,2,0.16787486331495888,0.16787486331495888
ABIDE-II,1518,ROI_032,ROI_078,31,77,-0.16785590343436332,0.16785590343436332
ABIDE-II,1519,ROI_007,ROI_017,6,16,0.16781680616093803,0.16781680616093803
ABIDE-II,1520,ROI_051,ROI_025,50,24,0.16781045424733523,0.16781045424733523
ABIDE-II,1521,ROI_048,ROI_073,47,72,0.1677567623443465,0.1677567623443465
ABIDE-II,1522,ROI_086,ROI_029,85,28,0.16773714610717763,0.16773714610717763
ABIDE-II,1523,ROI_053,ROI_077,52,76,0.16769810765434728,0.16769810765434728
ABIDE-II,1524,ROI_041,ROI_002,40,1,0.1676796334899755,0.1676796334899755
ABIDE-II,1525,ROI_056,ROI_003,55,2,0.1676235375880142,0.1676235375880142
ABIDE-II,1526,ROI_073,ROI_021,72,20,0.16760076983084238,0.16760076983084238
ABIDE-II,1527,ROI_032,ROI_014,31,13,0.16759715705065512,0.16759715705065512
ABIDE-II,1528,ROI_033,ROI_023,32,22,-0.16755618084480367,0.16755618084480367
ABIDE-II,1529,ROI_027,ROI_015,26,14,-0.16751852270392625,0.16751852270392625
ABIDE-II,1530,ROI_082,ROI_036,81,35,0.16751588215892405,0.16751588215892405
ABIDE-II,1531,ROI_057,ROI_049,56,48,0.16745957367145076,0.16745957367145076
ABIDE-II,1532,ROI_023,ROI_018,22,17,0.16745797920859692,0.16745797920859692
ABIDE-II,1533,ROI_033,ROI_017,32,16,0.1674373026088151,0.1674373026088151
ABIDE-II,1534,ROI_056,ROI_085,55,84,0.16740558217584245,0.16740558217584245
ABIDE-II,1535,ROI_017,ROI_085,16,84,0.16736739648077,0.16736739648077
ABIDE-II,1536,ROI_006,ROI_076,5,75,-0.1673587284445922,0.1673587284445922
ABIDE-II,1537,ROI_070,ROI_078,69,77,0.16735252494471223,0.16735252494471223
ABIDE-II,1538,ROI_005,ROI_045,4,44,0.16735108840160043,0.16735108840160043
ABIDE-II,1539,ROI_079,ROI_086,78,85,0.16734852090948205,0.16734852090948205
ABIDE-II,1540,ROI_001,ROI_041,0,40,0.16734389019994989,0.16734389019994989
ABIDE-II,1541,ROI_036,ROI_038,35,37,-0.16733127625855632,0.16733127625855632
ABIDE-II,1542,ROI_054,ROI_059,53,58,-0.16731422576764401,0.16731422576764401
ABIDE-II,1543,ROI_067,ROI_081,66,80,0.16719623379072843,0.16719623379072843
ABIDE-II,1544,ROI_036,ROI_004,35,3,-0.16719497055648228,0.16719497055648228
ABIDE-II,1545,ROI_021,ROI_035,20,34,-0.16715942921776414,0.16715942921776414
ABIDE-II,1546,ROI_031,ROI_025,30,24,-0.1671222389040951,0.1671222389040951
ABIDE-II,1547,ROI_075,ROI_013,74,12,-0.16709026046838613,0.16709026046838613
ABIDE-II,1548,ROI_026,ROI_047,25,46,0.16699289059267064,0.16699289059267064
ABIDE-II,1549,ROI_071,ROI_036,70,35,-0.16691421153981648,0.16691421153981648
ABIDE-II,1550,ROI_002,ROI_070,1,69,-0.16680576700439614,0.16680576700439614
ABIDE-II,1551,ROI_024,ROI_017,23,16,0.1667334866919001,0.1667334866919001
ABIDE-II,1552,ROI_052,ROI_063,51,62,0.1666051153943205,0.1666051153943205
ABIDE-II,1553,ROI_010,ROI_016,9,15,-0.16653358584082573,0.16653358584082573
ABIDE-II,1554,ROI_032,ROI_016,31,15,0.16648585061438512,0.16648585061438512
ABIDE-II,1555,ROI_064,ROI_072,63,71,0.16644120875021742,0.16644120875021742
ABIDE-II,1556,ROI_087,ROI_022,86,21,-0.16636517805689954,0.16636517805689954
ABIDE-II,1557,ROI_036,ROI_071,35,70,-0.1663486753318995,0.1663486753318995
ABIDE-II,1558,ROI_033,ROI_049,32,48,0.16629228884559236,0.16629228884559236
ABIDE-II,1559,ROI_090,ROI_080,89,79,0.16628941008390624,0.16628941008390624
ABIDE-II,1560,ROI_047,ROI_057,46,56,0.16628129953814536,0.16628129953814536
ABIDE-II,1561,ROI_016,ROI_085,15,84,-0.16625073380062605,0.16625073380062605
ABIDE-II,1562,ROI_004,ROI_067,3,66,-0.16609689795686478,0.16609689795686478
ABIDE-II,1563,ROI_035,ROI_030,34,29,0.16605763034811494,0.16605763034811494
ABIDE-II,1564,ROI_073,ROI_026,72,25,0.16603013960453183,0.16603013960453183
ABIDE-II,1565,ROI_041,ROI_023,40,22,0.16603008326118052,0.16603008326118052
ABIDE-II,1566,ROI_090,ROI_005,89,4,-0.16595217899781323,0.16595217899781323
ABIDE-II,1567,ROI_008,ROI_022,7,21,0.16583985465235954,0.16583985465235954
ABIDE-II,1568,ROI_071,ROI_085,70,84,0.1658201576889637,0.1658201576889637
ABIDE-II,1569,ROI_074,ROI_084,73,83,0.16581445883672374,0.16581445883672374
ABIDE-II,1570,ROI_058,ROI_066,57,65,0.16581336422238202,0.16581336422238202
ABIDE-II,1571,ROI_003,ROI_049,2,48,0.16577640969228602,0.16577640969228602
ABIDE-II,1572,ROI_034,ROI_009,33,8,0.16571552918011828,0.16571552918011828
ABIDE-II,1573,ROI_003,ROI_045,2,44,0.16561571890892138,0.16561571890892138
ABIDE-II,1574,ROI_066,ROI_044,65,43,0.1655877853773701,0.1655877853773701
ABIDE-II,1575,ROI_009,ROI_040,8,39,-0.16557962869780865,0.16557962869780865
ABIDE-II,1576,ROI_056,ROI_080,55,79,0.16557393519235208,0.16557393519235208
ABIDE-II,1577,ROI_063,ROI_039,62,38,0.1655422566339148,0.1655422566339148
ABIDE-II,1578,ROI_057,ROI_043,56,42,0.16553290241549093,0.16553290241549093
ABIDE-II,1579,ROI_065,ROI_028,64,27,-0.16553035759289528,0.16553035759289528
ABIDE-II,1580,ROI_087,ROI_065,86,64,-0.16547496943572107,0.16547496943572107
ABIDE-II,1581,ROI_081,ROI_089,80,88,0.16546101876943226,0.16546101876943226
ABIDE-II,1582,ROI_067,ROI_001,66,0,0.16536589016296901,0.16536589016296901
ABIDE-II,1583,ROI_052,ROI_036,51,35,0.1653343093104082,0.1653343093104082
ABIDE-II,1584,ROI_020,ROI_058,19,57,0.16522820864477297,0.16522820864477297
ABIDE-II,1585,ROI_079,ROI_049,78,48,0.16518072776301942,0.16518072776301942
ABIDE-II,1586,ROI_035,ROI_066,34,65,-0.16510372359048867,0.16510372359048867
ABIDE-II,1587,ROI_055,ROI_071,54,70,0.16509986440769597,0.16509986440769597
ABIDE-II,1588,ROI_026,ROI_074,25,73,0.1650816899131916,0.1650816899131916
ABIDE-II,1589,ROI_072,ROI_084,71,83,0.16506240789888674,0.16506240789888674
ABIDE-II,1590,ROI_024,ROI_046,23,45,0.16500178138575827,0.16500178138575827
ABIDE-II,1591,ROI_052,ROI_035,51,34,0.16496366442948052,0.16496366442948052
ABIDE-II,1592,ROI_066,ROI_003,65,2,-0.16491190567938435,0.16491190567938435
ABIDE-II,1593,ROI_040,ROI_045,39,44,-0.1648788481695817,0.1648788481695817
ABIDE-II,1594,ROI_023,ROI_029,22,28,0.16486657640719263,0.16486657640719263
ABIDE-II,1595,ROI_080,ROI_082,79,81,-0.16483361301158994,0.16483361301158994
ABIDE-II,1596,ROI_078,ROI_056,77,55,0.16480982822612175,0.16480982822612175
ABIDE-II,1597,ROI_032,ROI_065,31,64,-0.16473532746288208,0.16473532746288208
ABIDE-II,1598,ROI_012,ROI_068,11,67,0.16469741279343442,0.16469741279343442
ABIDE-II,1599,ROI_085,ROI_039,84,38,0.1646568523787696,0.1646568523787696
ABIDE-II,1600,ROI_079,ROI_059,78,58,0.1645485001035954,0.1645485001035954
ABIDE-II,1601,ROI_011,ROI_088,10,87,0.16448770453163178,0.16448770453163178
ABIDE-II,1602,ROI_050,ROI_085,49,84,0.16446582254482786,0.16446582254482786
ABIDE-II,1603,ROI_065,ROI_002,64,1,0.16440102574129992,0.16440102574129992
ABIDE-II,1604,ROI_079,ROI_078,78,77,0.1643694959520453,0.1643694959520453
ABIDE-II,1605,ROI_036,ROI_017,35,16,0.16431300500119878,0.16431300500119878
ABIDE-II,1606,ROI_079,ROI_052,78,51,0.1642832608908205,0.1642832608908205
ABIDE-II,1607,ROI_033,ROI_089,32,88,0.1641482198235143,0.1641482198235143
ABIDE-II,1608,ROI_015,ROI_089,14,88,-0.16409230979385778,0.16409230979385778
ABIDE-II,1609,ROI_017,ROI_024,16,23,0.16408978690334022,0.16408978690334022
ABIDE-II,1610,ROI_011,ROI_001,10,0,-0.16408320268194546,0.16408320268194546
ABIDE-II,1611,ROI_004,ROI_085,3,84,-0.16407073036132913,0.16407073036132913
ABIDE-II,1612,ROI_082,ROI_079,81,78,-0.16381786759454067,0.16381786759454067
ABIDE-II,1613,ROI_033,ROI_058,32,57,0.16381370145496224,0.16381370145496224
ABIDE-II,1614,ROI_021,ROI_029,20,28,0.16379895436095807,0.16379895436095807
ABIDE-II,1615,ROI_045,ROI_043,44,42,-0.1637325222553164,0.1637325222553164
ABIDE-II,1616,ROI_073,ROI_061,72,60,-0.1636127884696838,0.1636127884696838
ABIDE-II,1617,ROI_012,ROI_067,11,66,0.16355969630645173,0.16355969630645173
ABIDE-II,1618,ROI_018,ROI_016,17,15,0.16351770138251043,0.16351770138251043
ABIDE-II,1619,ROI_046,ROI_003,45,2,0.16343596861102402,0.16343596861102402
ABIDE-II,1620,ROI_072,ROI_040,71,39,0.16340823339179492,0.16340823339179492
ABIDE-II,1621,ROI_038,ROI_030,37,29,0.16331144950045284,0.16331144950045284
ABIDE-II,1622,ROI_063,ROI_050,62,49,0.16324393716925145,0.16324393716925145
ABIDE-II,1623,ROI_007,ROI_004,6,3,-0.16315736920166712,0.16315736920166712
ABIDE-II,1624,ROI_031,ROI_015,30,14,0.16308869134505605,0.16308869134505605
ABIDE-II,1625,ROI_037,ROI_005,36,4,0.1630789807439806,0.1630789807439806
ABIDE-II,1626,ROI_078,ROI_072,77,71,-0.16307684099778827,0.16307684099778827
ABIDE-II,1627,ROI_081,ROI_061,80,60,0.16304406354402348,0.16304406354402348
ABIDE-II,1628,ROI_080,ROI_037,79,36,-0.1629850399475234,0.1629850399475234
ABIDE-II,1629,ROI_080,ROI_060,79,59,0.16297898154960086,0.16297898154960086
ABIDE-II,1630,ROI_044,ROI_003,43,2,0.16289870873845577,0.16289870873845577
ABIDE-II,1631,ROI_032,ROI_025,31,24,-0.16275305397379228,0.16275305397379228
ABIDE-II,1632,ROI_003,ROI_036,2,35,-0.16273533850344746,0.16273533850344746
ABIDE-II,1633,ROI_069,ROI_077,68,76,0.16265427157349613,0.16265427157349613
ABIDE-II,1634,ROI_030,ROI_090,29,89,0.16261386865941593,0.16261386865941593
ABIDE-II,1635,ROI_069,ROI_055,68,54,-0.16260947374925672,0.16260947374925672
ABIDE-II,1636,ROI_074,ROI_034,73,33,-0.1625456876402886,0.1625456876402886
ABIDE-II,1637,ROI_059,ROI_080,58,79,0.16248911316255002,0.16248911316255002
ABIDE-II,1638,ROI_008,ROI_039,7,38,0.16248862864609956,0.16248862864609956
ABIDE-II,1639,ROI_064,ROI_029,63,28,-0.16246799836287473,0.16246799836287473
ABIDE-II,1640,ROI_004,ROI_039,3,38,0.1624510462662221,0.1624510462662221
ABIDE-II,1641,ROI_018,ROI_009,17,8,0.1623427031478984,0.1623427031478984
ABIDE-II,1642,ROI_046,ROI_079,45,78,0.16233176760522802,0.16233176760522802
ABIDE-II,1643,ROI_051,ROI_028,50,27,0.16232870382024067,0.16232870382024067
ABIDE-II,1644,ROI_013,ROI_082,12,81,-0.16227898959987067,0.16227898959987067
